first_two_cards,royal_flush,straight_flush,four_of_a_kind,full_house,flush,straight,three_of_a_kind,two_pairs,one_pair,high_card
same suit: A Q,0.0005116200041533727,0.0001902055919500085,0.0012592270950933565,0.022241310955464517,0.06511874870207102,0.0783047631633597,0.043423511865430725,0.2213993090298099,0.4246068455134135,0.1429444580792539
same suit: A K,0.0005116200041533727,0.00009769865392965696,0.0012592270950933565,0.022241310955464517,0.06521125564009138,0.05563867545167928,0.043423511865430725,0.2213993090298099,0.429998678472314,0.16021871283203384
pair: A,0.000044365572315882877,0.00007645981611886198,0.008423795049934868,0.08547641073080481,0.019597311635107327,0.021529573901716097,0.11773773339122884,0.39667352602465594,0.35044082387811737,0
other: A 2,0.00002312673450508788,0.00010619418905397497,0.0012592270950933565,0.022241310955464517,0.01958881609998301,0.1272933225093923,0.044274953274556814,0.22658536124903245,0.42732919254658386,0.13129849534633464
other: A 3,0.00002312673450508788,0.00013120882025335572,0.0012592270950933565,0.022241310955464517,0.01956380146878363,0.10337367139270139,0.044274953274556814,0.22658536124903245,0.4344276841171251,0.14811965489248427
other: A 4,0.00002312673450508788,0.00015197568389057752,0.0012592270950933565,0.022241310955464517,0.019543034605146406,0.08926636334459778,0.044274953274556814,0.22658536124903245,0.4415261756876664,0.15512847137004662
other: A 5,0.00002312673450508788,0.00016991070248635994,0.0012592270950933565,0.022241310955464517,0.019525099586550625,0.08358757008816478,0.044274953274556814,0.22658536124903245,0.4472049689440994,0.15512847137004662
other: A 6,0.00002312673450508788,0.00016802280579206706,0.0012592270950933565,0.022241310955464517,0.019526987483244915,0.08011572806736016,0.0445449225018407,0.2278644112594159,0.4514640638864241,0.15279219921085918
other: A 7,0.00002312673450508788,0.00016802280579206706,0.0012592270950933565,0.022241310955464517,0.019526987483244915,0.08766353905114312,0.0445449225018407,0.2278644112594159,0.4457852706299911,0.15092318148350922
other: A 8,0.00002312673450508788,0.00016802280579206706,0.0012592270950933565,0.022241310955464517,0.019526987483244915,0.08345824916460572,0.0445449225018407,0.2278644112594159,0.4457852706299911,0.15512847137004662
other: A 9,0.00002312673450508788,0.00016943872831278673,0.0012592270950933565,0.022241310955464517,0.019525571560724198,0.08203855085049747,0.0445449225018407,0.2278644112594159,0.4472049689440994,0.15512847137004662
